image_type;filename;flag;info
bias_blue;UVES.2010-01-06T19:56:20.665;NULL;NULL
bias_blue;UVES.2010-01-07T09:09:30.532;NULL;NULL
bias_blue;UVES.2010-01-07T09:10:16.116;NULL;NULL
bias_blue;UVES.2010-01-07T09:11:01.700;NULL;NULL
bias_blue;UVES.2010-01-07T09:11:47.283;NULL;NULL
bias_blue;UVES.2010-01-07T09:12:32.856;NULL;NULL
bias_blue;UVES.2010-01-08T09:18:11.858;NULL;NULL
bias_blue;UVES.2010-01-08T09:18:57.442;NULL;NULL
bias_blue;UVES.2010-01-08T09:19:43.016;NULL;NULL
bias_blue;UVES.2010-01-08T09:20:28.589;NULL;NULL
bias_blue;UVES.2010-01-08T09:21:14.162;NULL;NULL
bias_blue;UVES.2010-01-10T09:06:50.771;NULL;NULL
bias_blue;UVES.2010-01-10T09:07:36.354;NULL;NULL
bias_blue;UVES.2010-01-10T09:08:21.928;NULL;NULL
bias_blue;UVES.2010-01-10T09:09:07.501;NULL;NULL
bias_blue;UVES.2010-01-10T09:09:53.075;NULL;NULL
bias_blue;UVES.2010-01-11T09:23:26.444;NULL;NULL
bias_blue;UVES.2010-01-11T09:24:12.028;NULL;NULL
bias_blue;UVES.2010-01-11T09:24:57.601;NULL;NULL
bias_blue;UVES.2010-01-11T09:25:43.175;NULL;NULL
bias_blue;UVES.2010-01-11T09:26:28.748;NULL;NULL
bias_blue;UVES.2010-01-12T08:02:22.554;NULL;NULL
bias_blue;UVES.2010-01-12T08:03:08.188;NULL;NULL
bias_blue;UVES.2010-01-12T08:03:53.761;NULL;NULL
bias_blue;UVES.2010-01-12T08:04:39.344;NULL;NULL
bias_blue;UVES.2010-01-12T08:05:24.918;NULL;NULL
bias_blue;UVES.2010-01-13T09:17:05.192;NULL;NULL
bias_blue;UVES.2010-01-13T09:17:50.776;NULL;NULL
bias_blue;UVES.2010-01-13T09:18:36.349;NULL;NULL
bias_blue;UVES.2010-01-13T09:19:21.923;NULL;NULL
bias_blue;UVES.2010-01-13T09:20:07.507;NULL;NULL
bias_blue;UVES.2010-01-14T09:21:12.038;NULL;NULL
bias_blue;UVES.2010-01-14T09:21:57.622;NULL;NULL
bias_blue;UVES.2010-01-14T09:22:43.205;NULL;NULL
bias_blue;UVES.2010-01-14T09:23:28.779;NULL;NULL
bias_blue;UVES.2010-01-14T09:24:14.352;NULL;NULL
bias_blue;UVES.2010-01-15T09:23:13.144;NULL;NULL
bias_blue;UVES.2010-01-15T09:23:58.728;NULL;NULL
bias_blue;UVES.2010-01-15T09:24:44.301;NULL;NULL
bias_blue;UVES.2010-01-15T09:25:29.874;NULL;NULL
bias_blue;UVES.2010-01-15T09:26:15.448;NULL;NULL
bias_blue;UVES.2010-01-16T09:41:00.856;NULL;NULL
bias_blue;UVES.2010-01-16T09:41:46.440;NULL;NULL
bias_blue;UVES.2010-01-16T09:42:32.023;NULL;NULL
bias_blue;UVES.2010-01-16T09:43:17.596;NULL;NULL
bias_blue;UVES.2010-01-16T09:44:03.180;NULL;NULL
bias_blue;UVES.2010-01-17T09:10:43.880;NULL;NULL
bias_blue;UVES.2010-01-17T09:11:29.462;NULL;NULL
bias_blue;UVES.2010-01-17T09:12:15.037;NULL;NULL
bias_blue;UVES.2010-01-17T09:13:00.610;NULL;NULL
bias_blue;UVES.2010-01-17T09:13:46.184;NULL;NULL
bias_blue;UVES.2010-01-18T09:48:12.081;NULL;NULL
bias_blue;UVES.2010-01-18T09:48:57.665;NULL;NULL
bias_blue;UVES.2010-01-18T09:49:43.238;NULL;NULL
bias_blue;UVES.2010-01-18T09:50:28.812;NULL;NULL
bias_blue;UVES.2010-01-18T09:51:14.385;NULL;NULL
bias_blue;UVES.2010-01-19T06:53:17.926;NULL;NULL
bias_blue;UVES.2010-01-19T06:54:03.510;NULL;NULL
bias_blue;UVES.2010-01-19T06:54:49.083;NULL;NULL
bias_blue;UVES.2010-01-19T06:55:34.656;NULL;NULL
bias_blue;UVES.2010-01-19T06:56:20.231;NULL;NULL
bias_blue;UVES.2010-01-20T09:57:35.124;NULL;NULL
bias_blue;UVES.2010-01-20T09:58:20.708;NULL;NULL
bias_blue;UVES.2010-01-20T09:59:06.281;NULL;NULL
bias_blue;UVES.2010-01-20T09:59:51.854;NULL;NULL
bias_blue;UVES.2010-01-20T10:00:37.458;NULL;NULL
bias_blue;UVES.2010-01-21T10:03:05.772;NULL;NULL
bias_blue;UVES.2010-01-21T10:03:51.355;NULL;NULL
bias_blue;UVES.2010-01-21T10:04:36.929;NULL;NULL
bias_blue;UVES.2010-01-21T10:05:22.502;NULL;NULL
bias_blue;UVES.2010-01-21T10:06:08.086;NULL;NULL
bias_blue;UVES.2010-01-22T10:07:44.405;NULL;NULL
bias_blue;UVES.2010-01-22T10:08:29.989;NULL;NULL
bias_blue;UVES.2010-01-22T10:09:15.563;NULL;NULL
bias_blue;UVES.2010-01-22T10:10:01.136;NULL;NULL
bias_blue;UVES.2010-01-22T10:10:46.729;NULL;NULL
bias_blue;UVES.2010-01-23T09:55:12.734;NULL;NULL
bias_blue;UVES.2010-01-23T09:55:58.317;NULL;NULL
bias_blue;UVES.2010-01-23T09:56:43.900;NULL;NULL
bias_blue;UVES.2010-01-23T09:57:29.484;NULL;NULL
bias_blue;UVES.2010-01-23T09:58:15.067;NULL;NULL
bias_blue;UVES.2010-01-24T10:05:47.259;NULL;NULL
bias_blue;UVES.2010-01-24T10:06:32.843;NULL;NULL
bias_blue;UVES.2010-01-24T10:07:18.416;NULL;NULL
bias_blue;UVES.2010-01-24T10:08:03.990;NULL;NULL
bias_blue;UVES.2010-01-24T10:08:49.574;NULL;NULL
bias_blue;UVES.2010-01-25T07:18:50.655;NULL;NULL
bias_blue;UVES.2010-01-25T07:19:36.239;NULL;NULL
bias_blue;UVES.2010-01-25T07:20:21.812;NULL;NULL
bias_blue;UVES.2010-01-25T07:21:07.385;NULL;NULL
bias_blue;UVES.2010-01-25T07:21:52.960;NULL;NULL
bias_blue;UVES.2010-01-26T09:36:14.649;NULL;NULL
bias_blue;UVES.2010-01-26T09:37:00.232;NULL;NULL
bias_blue;UVES.2010-01-26T09:37:45.806;NULL;NULL
bias_blue;UVES.2010-01-26T09:38:31.380;NULL;NULL
bias_blue;UVES.2010-01-26T09:39:16.953;NULL;NULL
bias_blue;UVES.2010-01-27T09:51:49.217;NULL;NULL
bias_blue;UVES.2010-01-27T09:52:34.801;NULL;NULL
bias_blue;UVES.2010-01-27T09:53:20.374;NULL;NULL
bias_blue;UVES.2010-01-27T09:54:05.948;NULL;NULL
bias_blue;UVES.2010-01-27T09:54:51.521;NULL;NULL
bias_blue;UVES.2010-01-28T18:42:50.264;NULL;NULL
bias_blue;UVES.2010-01-28T18:43:35.848;NULL;NULL
bias_blue;UVES.2010-01-28T18:44:21.422;NULL;NULL
bias_blue;UVES.2010-01-28T18:45:06.995;NULL;NULL
bias_blue;UVES.2010-01-28T18:45:52.569;NULL;NULL
bias_blue;UVES.2010-01-29T18:40:02.110;NULL;NULL
bias_blue;UVES.2010-01-29T18:40:47.694;NULL;NULL
bias_blue;UVES.2010-01-29T18:41:33.278;NULL;NULL
bias_blue;UVES.2010-01-29T18:42:18.861;NULL;NULL
bias_blue;UVES.2010-01-29T18:43:04.444;NULL;NULL
bias_blue;UVES.2010-01-30T10:23:49.303;NULL;NULL
bias_blue;UVES.2010-01-30T10:24:34.887;NULL;NULL
bias_blue;UVES.2010-01-30T10:25:20.470;NULL;NULL
bias_blue;UVES.2010-01-30T10:26:06.054;NULL;NULL
bias_blue;UVES.2010-01-30T10:26:51.647;NULL;NULL
bias_blue;UVES.2010-01-31T10:19:17.023;NULL;NULL
bias_blue;UVES.2010-01-31T10:20:02.608;NULL;NULL
bias_blue;UVES.2010-01-31T10:20:48.181;NULL;NULL
bias_blue;UVES.2010-01-31T10:21:33.755;NULL;NULL
bias_blue;UVES.2010-01-31T10:22:19.339;NULL;NULL
bias_blue;UVES.2010-02-01T11:16:56.510;NULL;NULL
bias_blue;UVES.2010-02-01T11:17:42.094;NULL;NULL
bias_blue;UVES.2010-02-01T11:18:27.668;NULL;NULL
bias_blue;UVES.2010-02-01T11:19:13.241;NULL;NULL
bias_blue;UVES.2010-02-01T11:19:58.815;NULL;NULL
bias_blue;UVES.2010-02-02T08:19:56.877;NULL;NULL
bias_blue;UVES.2010-02-02T08:20:42.561;NULL;NULL
bias_blue;UVES.2010-02-02T08:21:28.135;NULL;NULL
bias_blue;UVES.2010-02-02T08:22:13.709;NULL;NULL
bias_blue;UVES.2010-02-02T08:22:59.292;NULL;NULL
bias_blue;UVES.2010-02-03T09:48:37.259;NULL;NULL
bias_blue;UVES.2010-02-03T09:49:22.943;NULL;NULL
bias_blue;UVES.2010-02-03T09:50:08.516;NULL;NULL
bias_blue;UVES.2010-02-03T09:50:54.090;NULL;NULL
bias_blue;UVES.2010-02-03T09:51:39.684;NULL;NULL
bias_blue;UVES.2010-02-04T09:53:14.338;NULL;NULL
bias_blue;UVES.2010-02-04T09:53:59.921;NULL;NULL
bias_blue;UVES.2010-02-04T09:54:45.496;NULL;NULL
bias_blue;UVES.2010-02-04T09:55:31.069;NULL;NULL
bias_blue;UVES.2010-02-04T09:56:16.653;NULL;NULL
bias_blue;UVES.2010-02-05T09:15:57.607;NULL;NULL
bias_blue;UVES.2010-02-05T09:16:43.190;NULL;NULL
bias_blue;UVES.2010-02-05T09:17:28.764;NULL;NULL
bias_blue;UVES.2010-02-05T09:18:14.348;NULL;NULL
bias_blue;UVES.2010-02-05T09:18:59.921;NULL;NULL
bias_blue;UVES.2010-02-06T08:20:32.466;NULL;NULL
bias_blue;UVES.2010-02-06T08:21:18.050;NULL;NULL
bias_blue;UVES.2010-02-06T08:22:03.624;NULL;NULL
bias_blue;UVES.2010-02-06T08:22:49.197;NULL;NULL
bias_blue;UVES.2010-02-06T08:23:34.770;NULL;NULL
bias_blue;UVES.2010-02-07T09:07:43.533;NULL;NULL
bias_blue;UVES.2010-02-07T09:08:29.115;NULL;NULL
bias_blue;UVES.2010-02-07T09:09:14.719;NULL;NULL
bias_blue;UVES.2010-02-07T09:10:00.293;NULL;NULL
bias_blue;UVES.2010-02-07T09:10:45.867;NULL;NULL
bias_blue;UVES.2010-02-08T09:20:29.310;NULL;NULL
bias_blue;UVES.2010-02-08T09:21:14.893;NULL;NULL
bias_blue;UVES.2010-02-08T09:22:00.467;NULL;NULL
bias_blue;UVES.2010-02-08T09:22:46.040;NULL;NULL
bias_blue;UVES.2010-02-08T09:23:31.614;NULL;NULL
bias_blue;UVES.2010-02-09T09:50:08.213;NULL;NULL
bias_blue;UVES.2010-02-09T09:50:53.797;NULL;NULL
bias_blue;UVES.2010-02-09T09:51:39.381;NULL;NULL
bias_blue;UVES.2010-02-09T09:52:24.954;NULL;NULL
bias_blue;UVES.2010-02-09T09:53:10.527;NULL;NULL
bias_blue;UVES.2010-02-10T09:53:24.105;NULL;NULL
bias_blue;UVES.2010-02-10T09:54:09.689;NULL;NULL
bias_blue;UVES.2010-02-10T09:54:55.262;NULL;NULL
bias_blue;UVES.2010-02-10T09:55:40.846;NULL;NULL
bias_blue;UVES.2010-02-10T09:56:26.429;NULL;NULL
bias_blue;UVES.2010-02-11T09:48:48.825;NULL;NULL
bias_blue;UVES.2010-02-11T09:49:34.409;NULL;NULL
bias_blue;UVES.2010-02-11T09:50:19.993;NULL;NULL
bias_blue;UVES.2010-02-11T09:51:05.577;NULL;NULL
bias_blue;UVES.2010-02-11T09:51:51.159;NULL;NULL
bias_blue;UVES.2010-02-12T10:05:24.468;NULL;NULL
bias_blue;UVES.2010-02-12T10:06:10.051;NULL;NULL
bias_blue;UVES.2010-02-12T10:06:55.634;NULL;NULL
bias_blue;UVES.2010-02-12T10:07:41.218;NULL;NULL
bias_blue;UVES.2010-02-12T10:08:26.792;NULL;NULL
bias_blue;UVES.2010-02-13T09:31:40.205;NULL;NULL
bias_blue;UVES.2010-02-13T09:32:25.788;NULL;NULL
bias_blue;UVES.2010-02-13T09:33:11.362;NULL;NULL
bias_blue;UVES.2010-02-13T09:33:56.935;NULL;NULL
bias_blue;UVES.2010-02-13T09:34:42.510;NULL;NULL
bias_blue;UVES.2010-02-14T09:56:09.230;NULL;NULL
bias_blue;UVES.2010-02-14T09:56:54.813;NULL;NULL
bias_blue;UVES.2010-02-14T09:57:40.397;NULL;NULL
bias_blue;UVES.2010-02-14T09:58:25.971;NULL;NULL
bias_blue;UVES.2010-02-14T09:59:11.545;NULL;NULL
bias_blue;UVES.2010-02-15T10:09:44.609;NULL;NULL
bias_blue;UVES.2010-02-15T10:10:30.193;NULL;NULL
bias_blue;UVES.2010-02-15T10:11:15.767;NULL;NULL
bias_blue;UVES.2010-02-15T10:12:01.341;NULL;NULL
bias_blue;UVES.2010-02-15T10:12:46.914;NULL;NULL
bias_blue;UVES.2010-02-16T10:00:20.503;NULL;NULL
bias_blue;UVES.2010-02-16T10:01:06.087;NULL;NULL
bias_blue;UVES.2010-02-16T10:01:51.680;NULL;NULL
bias_blue;UVES.2010-02-16T10:02:37.264;NULL;NULL
bias_blue;UVES.2010-02-16T10:03:22.848;NULL;NULL
bias_blue;UVES.2010-02-17T10:04:56.125;NULL;NULL
bias_blue;UVES.2010-02-17T10:05:41.719;NULL;NULL
bias_blue;UVES.2010-02-17T10:06:27.303;NULL;NULL
bias_blue;UVES.2010-02-17T10:07:12.886;NULL;NULL
bias_blue;UVES.2010-02-17T10:07:58.470;NULL;NULL
bias_blue;UVES.2010-02-18T09:48:48.797;NULL;NULL
bias_blue;UVES.2010-02-18T09:49:34.380;NULL;NULL
bias_blue;UVES.2010-02-18T09:50:19.954;NULL;NULL
bias_blue;UVES.2010-02-18T09:51:05.527;NULL;NULL
bias_blue;UVES.2010-02-18T09:51:51.102;NULL;NULL
bias_blue;UVES.2010-02-19T09:28:01.374;NULL;NULL
bias_blue;UVES.2010-02-19T09:28:46.958;NULL;NULL
bias_blue;UVES.2010-02-19T09:29:32.531;NULL;NULL
bias_blue;UVES.2010-02-19T09:30:18.105;NULL;NULL
bias_blue;UVES.2010-02-19T09:31:03.669;NULL;NULL
bias_blue;UVES.2010-02-20T09:02:04.470;NULL;NULL
bias_blue;UVES.2010-02-20T09:02:50.054;NULL;NULL
bias_blue;UVES.2010-02-20T09:03:35.628;NULL;NULL
bias_blue;UVES.2010-02-20T09:04:21.211;NULL;NULL
bias_blue;UVES.2010-02-20T09:05:06.795;NULL;NULL
bias_blue;UVES.2010-02-21T10:01:59.252;NULL;NULL
bias_blue;UVES.2010-02-21T10:02:44.836;NULL;NULL
bias_blue;UVES.2010-02-21T10:03:30.409;NULL;NULL
bias_blue;UVES.2010-02-21T10:04:15.984;NULL;NULL
bias_blue;UVES.2010-02-21T10:05:01.557;NULL;NULL
bias_blue;UVES.2010-02-22T10:15:41.277;NULL;NULL
bias_blue;UVES.2010-02-22T10:16:26.861;NULL;NULL
bias_blue;UVES.2010-02-22T10:17:12.445;NULL;NULL
bias_blue;UVES.2010-02-22T10:17:58.029;NULL;NULL
bias_blue;UVES.2010-02-22T10:18:43.612;NULL;NULL
bias_blue;UVES.2010-02-23T10:04:58.530;NULL;NULL
bias_blue;UVES.2010-02-23T10:05:44.114;NULL;NULL
bias_blue;UVES.2010-02-23T10:06:29.698;NULL;NULL
bias_blue;UVES.2010-02-23T10:07:15.271;NULL;NULL
bias_blue;UVES.2010-02-23T10:08:00.845;NULL;NULL
bias_blue;UVES.2010-02-24T09:43:09.700;NULL;NULL
bias_blue;UVES.2010-02-24T09:43:55.283;NULL;NULL
bias_blue;UVES.2010-02-24T09:44:40.867;NULL;NULL
bias_blue;UVES.2010-02-24T09:45:26.450;NULL;NULL
bias_blue;UVES.2010-02-24T09:46:12.034;NULL;NULL
bias_blue;UVES.2010-02-25T10:32:09.770;NULL;NULL
bias_blue;UVES.2010-02-25T10:32:55.353;NULL;NULL
bias_blue;UVES.2010-02-25T10:33:40.927;NULL;NULL
bias_blue;UVES.2010-02-25T10:34:26.501;NULL;NULL
bias_blue;UVES.2010-02-25T10:35:12.074;NULL;NULL
bias_blue;UVES.2010-02-26T08:46:45.245;NULL;NULL
bias_blue;UVES.2010-02-26T08:47:30.829;NULL;NULL
bias_blue;UVES.2010-02-26T08:48:16.413;NULL;NULL
bias_blue;UVES.2010-02-26T08:49:01.986;NULL;NULL
bias_blue;UVES.2010-02-26T08:49:47.560;NULL;NULL
bias_blue;UVES.2010-02-27T09:55:50.180;NULL;NULL
bias_blue;UVES.2010-02-27T09:56:35.764;NULL;NULL
bias_blue;UVES.2010-02-27T09:57:21.337;NULL;NULL
bias_blue;UVES.2010-02-27T09:58:06.910;NULL;NULL
bias_blue;UVES.2010-02-27T09:58:52.484;NULL;NULL
bias_blue;UVES.2010-02-28T07:53:55.421;NULL;NULL
bias_blue;UVES.2010-02-28T07:54:41.005;NULL;NULL
bias_blue;UVES.2010-02-28T07:55:26.589;NULL;NULL
bias_blue;UVES.2010-02-28T07:56:12.172;NULL;NULL
bias_blue;UVES.2010-02-28T07:56:57.756;NULL;NULL
bias_blue;UVES.2010-03-01T08:57:57.395;NULL;NULL
bias_blue;UVES.2010-03-01T08:58:42.979;NULL;NULL
bias_blue;UVES.2010-03-01T08:59:28.552;NULL;NULL
bias_blue;UVES.2010-03-01T09:00:14.126;NULL;NULL
bias_blue;UVES.2010-03-01T09:00:59.720;NULL;NULL
bias_blue;UVES.2010-03-02T09:01:53.783;NULL;NULL
bias_blue;UVES.2010-03-02T09:02:39.377;NULL;NULL
bias_blue;UVES.2010-03-02T09:03:24.950;NULL;NULL
bias_blue;UVES.2010-03-02T09:04:10.524;NULL;NULL
bias_blue;UVES.2010-03-02T09:04:56.097;NULL;NULL
bias_blue;UVES.2010-03-03T10:00:46.620;NULL;NULL
bias_blue;UVES.2010-03-03T10:01:32.204;NULL;NULL
bias_blue;UVES.2010-03-03T10:02:17.777;NULL;NULL
bias_blue;UVES.2010-03-03T10:03:03.351;NULL;NULL
bias_blue;UVES.2010-03-03T10:03:48.924;NULL;NULL
bias_blue;UVES.2010-03-04T09:43:50.729;NULL;NULL
bias_blue;UVES.2010-03-04T09:44:36.313;NULL;NULL
bias_blue;UVES.2010-03-04T09:45:21.886;NULL;NULL
bias_blue;UVES.2010-03-04T09:46:07.459;NULL;NULL
bias_blue;UVES.2010-03-04T09:46:53.033;NULL;NULL
bias_blue;UVES.2010-03-05T09:54:11.559;NULL;NULL
bias_blue;UVES.2010-03-05T09:54:57.143;NULL;NULL
bias_blue;UVES.2010-03-05T09:55:42.717;NULL;NULL
bias_blue;UVES.2010-03-05T09:56:28.290;NULL;NULL
bias_blue;UVES.2010-03-05T09:57:13.863;NULL;NULL
bias_blue;UVES.2010-03-06T09:46:17.907;NULL;NULL
bias_blue;UVES.2010-03-06T09:47:03.491;NULL;NULL
bias_blue;UVES.2010-03-06T09:47:49.074;NULL;NULL
bias_blue;UVES.2010-03-06T09:48:34.657;NULL;NULL
bias_blue;UVES.2010-03-06T09:49:20.241;NULL;NULL
bias_blue;UVES.2010-03-07T10:29:24.521;NULL;NULL
bias_blue;UVES.2010-03-07T10:30:10.104;NULL;NULL
bias_blue;UVES.2010-03-07T10:30:55.678;NULL;NULL
bias_blue;UVES.2010-03-07T10:31:41.252;NULL;NULL
bias_blue;UVES.2010-03-07T10:32:26.826;NULL;NULL
bias_blue;UVES.2010-03-09T16:14:44.730;NULL;NULL
bias_blue;UVES.2010-03-09T16:15:30.314;NULL;NULL
bias_blue;UVES.2010-03-09T16:16:15.898;NULL;NULL
bias_blue;UVES.2010-03-09T16:17:01.482;NULL;NULL
bias_blue;UVES.2010-03-09T16:17:47.064;NULL;NULL
bias_blue;UVES.2010-03-10T12:00:40.042;NULL;NULL
bias_blue;UVES.2010-03-10T12:01:25.626;NULL;NULL
bias_blue;UVES.2010-03-10T12:02:11.199;NULL;NULL
bias_blue;UVES.2010-03-10T12:02:56.773;NULL;NULL
bias_blue;UVES.2010-03-10T12:03:42.347;NULL;NULL
bias_blue;UVES.2010-03-11T12:34:38.650;NULL;NULL
bias_blue;UVES.2010-03-11T12:35:24.274;NULL;NULL
bias_blue;UVES.2010-03-11T12:36:09.857;NULL;NULL
bias_blue;UVES.2010-03-11T12:36:55.440;NULL;NULL
bias_blue;UVES.2010-03-11T12:37:41.024;NULL;NULL
bias_blue;UVES.2010-03-12T10:29:54.480;NULL;NULL
bias_blue;UVES.2010-03-12T10:30:40.064;NULL;NULL
bias_blue;UVES.2010-03-12T10:31:25.647;NULL;NULL
bias_blue;UVES.2010-03-12T10:32:11.221;NULL;NULL
bias_blue;UVES.2010-03-12T10:32:56.805;NULL;NULL
bias_blue;UVES.2010-03-13T10:07:40.839;NULL;NULL
bias_blue;UVES.2010-03-13T10:08:26.423;NULL;NULL
bias_blue;UVES.2010-03-13T10:09:11.996;NULL;NULL
bias_blue;UVES.2010-03-13T10:09:57.569;NULL;NULL
bias_blue;UVES.2010-03-13T10:10:43.143;NULL;NULL
bias_blue;UVES.2010-03-14T10:31:41.530;NULL;NULL
bias_blue;UVES.2010-03-14T10:32:27.154;NULL;NULL
bias_blue;UVES.2010-03-14T10:33:12.737;NULL;NULL
bias_blue;UVES.2010-03-14T10:33:58.321;NULL;NULL
bias_blue;UVES.2010-03-14T10:34:43.904;NULL;NULL
bias_blue;UVES.2010-03-15T10:19:51.032;NULL;NULL
bias_blue;UVES.2010-03-15T10:20:36.616;NULL;NULL
bias_blue;UVES.2010-03-15T10:21:22.200;NULL;NULL
bias_blue;UVES.2010-03-15T10:22:07.783;NULL;NULL
bias_blue;UVES.2010-03-15T10:22:53.366;NULL;NULL
bias_blue;UVES.2010-03-16T10:16:59.339;NULL;NULL
bias_blue;UVES.2010-03-16T10:17:44.922;NULL;NULL
bias_blue;UVES.2010-03-16T10:18:30.506;NULL;NULL
bias_blue;UVES.2010-03-16T10:19:16.089;NULL;NULL
bias_blue;UVES.2010-03-16T10:20:01.683;NULL;NULL
bias_blue;UVES.2010-03-17T10:20:01.593;NULL;NULL
bias_blue;UVES.2010-03-17T10:20:47.186;NULL;NULL
bias_blue;UVES.2010-03-17T10:21:32.770;NULL;NULL
bias_blue;UVES.2010-03-17T10:22:18.354;NULL;NULL
bias_blue;UVES.2010-03-17T10:23:03.937;NULL;NULL
bias_blue;UVES.2010-03-18T10:05:12.751;NULL;NULL
bias_blue;UVES.2010-03-18T10:05:58.335;NULL;NULL
bias_blue;UVES.2010-03-18T10:06:43.919;NULL;NULL
bias_blue;UVES.2010-03-18T10:07:29.501;NULL;NULL
bias_blue;UVES.2010-03-18T10:08:15.085;NULL;NULL
bias_blue;UVES.2010-03-19T09:53:55.742;NULL;NULL
bias_blue;UVES.2010-03-19T09:54:41.325;NULL;NULL
bias_blue;UVES.2010-03-19T09:55:26.909;NULL;NULL
bias_blue;UVES.2010-03-19T09:56:12.493;NULL;NULL
bias_blue;UVES.2010-03-19T09:56:58.076;NULL;NULL
bias_blue;UVES.2010-03-20T10:15:05.465;NULL;NULL
bias_blue;UVES.2010-03-20T10:15:51.048;NULL;NULL
bias_blue;UVES.2010-03-20T10:16:36.622;NULL;NULL
bias_blue;UVES.2010-03-20T10:17:22.195;NULL;NULL
bias_blue;UVES.2010-03-20T10:18:07.779;NULL;NULL
bias_blue;UVES.2010-03-21T10:15:49.789;NULL;NULL
bias_blue;UVES.2010-03-21T10:16:35.462;NULL;NULL
bias_blue;UVES.2010-03-21T10:17:21.036;NULL;NULL
bias_blue;UVES.2010-03-21T10:18:06.609;NULL;NULL
bias_blue;UVES.2010-03-21T10:18:52.183;NULL;NULL
bias_blue;UVES.2010-03-22T10:19:41.906;NULL;NULL
bias_blue;UVES.2010-03-22T10:20:27.490;NULL;NULL
bias_blue;UVES.2010-03-22T10:21:13.064;NULL;NULL
bias_blue;UVES.2010-03-22T10:21:58.637;NULL;NULL
bias_blue;UVES.2010-03-22T10:22:44.210;NULL;NULL
bias_blue;UVES.2010-03-23T09:53:05.780;NULL;NULL
bias_blue;UVES.2010-03-23T09:53:51.363;NULL;NULL
bias_blue;UVES.2010-03-23T09:54:36.937;NULL;NULL
bias_blue;UVES.2010-03-23T09:55:22.511;NULL;NULL
bias_blue;UVES.2010-03-23T09:56:08.085;NULL;NULL
bias_blue;UVES.2010-03-24T10:28:16.051;NULL;NULL
bias_blue;UVES.2010-03-24T10:29:01.645;NULL;NULL
bias_blue;UVES.2010-03-24T10:29:47.219;NULL;NULL
bias_blue;UVES.2010-03-24T10:30:32.803;NULL;NULL
bias_blue;UVES.2010-03-24T10:31:18.386;NULL;NULL
bias_blue;UVES.2010-03-25T10:32:38.310;NULL;NULL
bias_blue;UVES.2010-03-25T10:33:23.893;NULL;NULL
bias_blue;UVES.2010-03-25T10:34:09.477;NULL;NULL
bias_blue;UVES.2010-03-25T10:34:55.060;NULL;NULL
bias_blue;UVES.2010-03-25T10:35:40.644;NULL;NULL
bias_blue;UVES.2010-03-27T10:48:47.080;NULL;NULL
bias_blue;UVES.2010-03-27T10:49:32.663;NULL;NULL
bias_blue;UVES.2010-03-27T10:50:18.237;NULL;NULL
bias_blue;UVES.2010-03-27T10:51:03.820;NULL;NULL
bias_blue;UVES.2010-03-27T10:51:49.404;NULL;NULL
bias_blue;UVES.2010-03-28T10:07:58.657;NULL;NULL
bias_blue;UVES.2010-03-28T10:08:44.241;NULL;NULL
bias_blue;UVES.2010-03-28T10:09:29.825;NULL;NULL
bias_blue;UVES.2010-03-28T10:10:15.398;NULL;NULL
bias_blue;UVES.2010-03-28T10:11:00.982;NULL;NULL
bias_blue;UVES.2010-04-02T10:08:38.149;NULL;NULL
bias_blue;UVES.2010-04-02T10:09:23.733;NULL;NULL
